,boycott_uid_set,like_boycotters_uid_set
0057,1536;3074;5132;5137;4634;1569;4129;1591;5690;577;2113;1098;4172;4177;81;594;4179;597;91;5212;2657;3684;1131;1649;626;3699;2163;4723;5756;5757;1670;5768;138;4755;1180;3744;2726;3238;1192;682;3755;1718;186;4801;1217;2243;1732;4293;4815;2259;5343;3296;4320;4324;3813;5862;2791;233;3305;3306;2287;5363;764;5384;3344;3356;288;4900;3365;4904;5936;307;4405;1847;5945;4925;3902;4424;3912;4943;3930;2922;875;5484;5489;1917;4484;3461;3978;4495;5528;2970;1437;1953;5542;4518;2477;3502;447;2497;5066;5579;4044;4063;3560;5609;4589;2543;4595;5115;1021,3073;5130;3596;2070;2080;2593;1062;5671;4649;5165;5166;1586;567;4154;4667;3136;3649;66;582;2118;4187;4189;4701;3167;101;3686;5735;3688;4204;1134;2159;5743;5753;2171;3711;2689;2691;5255;3210;661;3221;1692;2729;3781;4297;714;5839;4817;1746;3287;3809;3810;2790;234;2293;1271;2297;3322;3835;1275;768;257;2313;3852;2831;784;3858;2838;3872;2852;5427;1856;1349;1863;5962;1371;1378;3947;3437;372;5499;3452;6013;2942;4994;2957;1940;932;1446;1959;946;1972;437;2488;953;446;5056;451;452;4039;5582;1488;5591;3036;3558;5095;5102;3059;4086;1018;5629
0058,2689;389;3461;2694;1157;5255;5003;6031;5499;661;790;4374;3864;538;4634;1949;5534;2849;4772;5670;2726;2729;5427;307;567;4536;3902;3135;5696;4545;451;452;206;4175;2510;81;4050;5973;86;5984;609;2401;2788;2276;3560;2922;3306;1259;4461;4337;3697;884;3835;3452;1021;894,3456;3073;130;3207;2697;2957;5645;4495;1940;2201;283;1437;288;5284;1702;4904;682;1198;1071;4143;5936;690;1972;568;953;5560;2363;2875;4027;1856;4801;1349;2505;2770;4179;5460;5593;346;3036;121;5218;101;1765;5862;3688;1131;3820;1518;5102;496;4595;372;374;4982;761
0059,4994;2691;2693;5255;2056;2185;3978;1802;2828;5517;4874;274;3474;3864;4888;3226;4634;1437;2974;928;2465;1446;5423;307;953;5948;829;577;5446;840;4177;210;4179;3158;5596;5597;2526;97;5862;3688;1258;1134;5103;2163;374;3704;3322;3835;5629;2814,2307;4489;138;3210;3596;5645;4373;2070;5653;5913;2593;1699;1062;2726;4904;1966;2609;3889;1718;5942;5434;3902;4801;3267;1863;4681;2764;4815;81;2259;4947;725;2901;5335;5208;346;5085;3684;3815;3304;4327;1643;5739;2414;4207;5102;4084;1021;1790;2943
0060,6020;5511;3210;4888;2072;2841;3356;3490;5795;1699;549;1446;1062;4136;3635;5300;4277;4021;1211;3646;3521;195;2244;3651;2373;839;1224;4298;2251;2764;5582;81;5329;5469;1117;97;1635;1258;1643;504;5625;2941;5759,1026;3842;1926;2185;1802;3596;1425;3474;4634;27;1698;5794;2340;5413;1191;424;1835;3885;1586;307;4921;5948;3394;4418;710;5451;5069;2002;3292;2526;4448;1378;3045;1896;2793;5100;1134;2030;112;5999;2293;5749;3833
0061,2145;3140;2308;4201;4298;139;2510;1746,4484;1221;4904;5000;1132;567;858;764
0062,1670;2694;5768;266;4236;3853;2574;2831;5007;1940;4634;3738;5275;413;2849;2082;2339;2852;2726;4518;1702;682;5165;4273;307;1971;3251;184;3257;4925;3902;5056;4811;4817;91;989;5469;5343;2914;3173;101;5862;1131;4589;2809;5375,4737;4994;645;3466;3596;4752;3604;3864;2201;4888;3356;2593;420;5542;1959;4904;5290;5291;1330;5427;953;446;1343;5952;4801;451;2243;2117;2118;2510;3790;5072;5582;1363;2003;4052;2145;2401;231;233;3177;2155;4595;3835;1021
0063,2689;1410;3587;2697;649;6027;3474;2324;4584;2970;4634;1949;926;928;3872;2593;4131;1830;4135;1446;682;2171;1198;1586;307;5560;3002;1258;5948;3772;3902;1343;2240;65;1856;451;1259;1349;5446;452;4172;5069;5582;4047;5200;5454;2384;5973;2137;3835;97;4195;5221;5736;3560;3306;1131;5484;1005;875;2155;5102;5873;5994;4595;372;3699;494;3704;5499;3688;1021;2943,257;6020;2694;7;5255;5257;3210;3339;2828;3468;3596;4623;5003;5768;5770;5907;2964;661;5141;2583;412;1437;3356;4895;288;5794;1315;5157;1062;2726;2983;4136;5545;5671;5427;1972;1718;1591;953;2363;2683;4027;2369;1986;3522;4801;3781;5058;4050;979;4179;2648;4697;346;2139;3036;4187;3039;3296;1378;5862;231;1256;2922;5997;4080;2420;2293;2678;2423;635;5372;4093
0064,3074;2691;3204;1670;5255;5513;3210;6032;4374;3226;2593;2339;1315;5630;4925;446;5952;4801;322;3832;3025;210;4817;470;3452;1881;4697;4187;2139;3036;97;1378;5986;3560;4588;494;1134;5103;4084;2293;760;4218;3835;764;2942,4484;3845;5768;3596;3864;4634;3356;413;3872;1569;2849;4772;4904;809;5545;1707;5291;2477;5165;1071;5679;1586;307;567;5048;953;3902;5313;451;2372;1863;5451;5582;4815;2259;3039;2145;3810;101;2535;1131;372;4086;3706;1021
0065,3456;5003;2201;1949;5025;5670;2732;1071;567;316;957;3902;4801;451;1349;3912;3920;5072;4050;4179;5593;97;3937;3809;609;101;3688;5994;2922;4461;496;884;372;4982,2691;2694;3210;894;4885;3864;538;4634;1437;2974;288;1702;2983;4904;3497;5671;3501;1080;1856;3534;4686;2903;215;863;5862;3815;105;3820;4589;5487;4337;3061;374;1278
0066,3718;3596;3864;412;543;928;161;1186;1315;1699;549;4904;5930;4780;183;5948;3390;1983;4418;2764;5841;5589;2901;3930;1643;2547;1268;3704;1021,5768;2185;5769;1170;3474;3356;2593;2340;1062;1191;5758;2094;1586;3769;953;5434;5180;5058;4298;5582;4694;97;1378;4708;5221;3688;5103;4470;4734
0067,2691;3207;4374;790;4633;1437;926;4131;2468;1702;5670;5679;5560;4801;577;5958;1481;2510;3151;4176;4944;4179;215;5593;3937;101;5862;3688;5736;2922;1771;2155;5104;4595;2420;121,3073;1410;2694;5003;661;536;288;2337;5671;4904;682;3889;567;953;2875;2363;4668;3902;1856;5696;4674;1349;4686;4050;5973;346;5984;4968;1259;1518;5487;5873;372;3064;3324
0068,5056;1345;4518;5255;5000;447;4298;233;1835;3853;4595;884;1111;3095;2968;953;2750;5343,5504;5600;4357;583;3560;3979;1885;2510;4206;1746;2259;1396;4050;3032;3769;4507;764;413
0069,4448;4032;5504;2756;1285;3476;3032;1021,2593;1062;4904;5100;1134;4634;5142;1018
0070,161;1699;806;4457;3499;2124;1746;408;5082;187;2781,5184;1698;998;2507;5938;3539;5300;2293;1717;5749;1274
0071,4801;2593;3559;4904;2155;46;3231,1856;2340;3889;372;1528;1692;4093
0072,4107;5645;1551;17;4118;5156;1586;3635;53;1591;2124;4686;4687;81;594;1113;3684;1131;4204;1134;3699;3192;2171;2691;5770;669;161;4772;5801;2733;2232;1724;1727;4801;714;716;2766;1746;5847;3810;3304;3306;3819;4333;239;5363;3317;2293;1275;4375;4898;2859;303;2866;5427;307;829;5446;1863;3400;3412;4959;2933;4470;3452;2942;4484;2438;1926;5512;5000;2957;412;1949;1437;928;5537;2468;3501;2483;437;5056;451;5064;979;3036;5598;5097;5100;5103;5626;1021;5630,3590;3592;3081;2572;3596;2064;2583;1569;2593;4649;1071;5679;4659;1595;2656;3688;4207;3697;2683;2176;130;2178;5255;2185;4748;661;3226;3228;170;682;2731;5805;2738;5300;4806;2259;1753;2781;5858;3813;2790;5862;4337;1268;3834;1790;1802;4363;270;3864;1306;3356;3874;1315;3365;295;4904;811;300;1842;4406;5948;3902;330;3403;3916;346;5484;1901;5489;6011;4994;3474;1940;1947;413;419;1972;953;957;1983;4032;4034;5582;4050;1498;2526;3044;5094;5102;4084;5629;4094
0073,5504;5384;5000;4748;3858;18;3864;1306;1697;4645;1062;937;2750;1983;583;4298;2124;5841;1494;3032;346;5343;2145;2148;233;1645;4206;2157;884;4086;379;6013,4484;3592;3979;3597;3474;408;4507;2593;4904;5033;1835;2860;307;184;953;4411;2631;5447;1481;4809;5704;2003;3286;343;5847;989;97;3560;5483;1530;764
0074,2944;2689;5504;3080;5008;3095;3101;4904;937;2091;1586;951;3769;3002;58;5701;583;4298;5707;2124;1746;2259;5845;5847;985;1241;346;1885;2145;5090;5483;1132;4595,2691;4484;5255;3592;4107;4363;3597;4748;5396;4507;1697;162;4518;1834;1835;44;4659;953;4411;3390;1347;840;1224;5841;4050;3032;5343;3688;4206;623;4086;3704;764
0075,3073;3074;5130;5132;1021;2070;4634;2593;1062;5671;4649;567;5690;4667;577;66;1098;4177;597;91;4189;3684;3686;5735;1131;4204;2159;5743;626;2163;5753;5756;5768;138;3210;3221;1180;3744;3238;1192;3755;2243;1732;4815;5343;3296;4320;3810;5862;2791;3305;3306;2293;1271;1275;3835;764;257;5384;2831;784;3344;3858;3356;3872;4900;5936;4405;3902;1856;1863;4424;3912;4943;3930;3947;5484;3437;5489;6013;1917;2942;4484;3461;4495;5528;2970;932;5542;4518;1446;2477;3502;946;437;446;447;2497;451;452;4039;4044;3036;5095;3560;5609;4589;5102;2543;5115;5629,1536;3596;5137;2080;1569;4129;5165;5166;1586;1591;4154;3136;2113;3649;582;2118;4172;81;594;4179;4187;5212;4701;3167;2657;101;3688;1134;1649;3699;4723;2171;5757;3711;2689;2691;1670;5255;4755;661;1692;2726;2729;682;1718;186;1217;4801;3781;4293;4297;714;5839;4817;1746;2259;3287;3809;4324;3813;2790;233;234;2287;5363;2297;3322;768;2313;3852;2838;288;2852;3365;4904;307;5427;1847;5945;4925;1349;5962;1371;1378;2922;875;372;5499;3452;4994;3978;2957;1940;1437;1953;1959;1972;2488;953;5056;5066;5579;5582;1488;5591;4063;3558;3059;4595;4086;1018
0076,3456;2689;130;2694;3207;5645;5499;1940;661;4374;3864;2201;538;1437;1949;1702;4904;1198;1071;5936;690;5427;1972;307;567;953;2363;3135;5696;4801;206;2510;81;4050;2770;5460;5973;86;5593;3036;5984;5218;2276;1765;5862;2788;2922;496;4337;3697;372;761;121;3835;1021;894,3073;389;1157;3461;5255;2697;5003;2957;4495;6031;790;4634;283;5534;288;2849;4772;5284;2726;5670;2729;682;4143;568;4536;5560;2875;4027;3902;1856;4545;451;452;1349;2505;4175;4179;346;609;2401;101;3560;3688;3306;1131;1259;3820;1518;4461;5102;4595;884;374;4982;3452
0077,2691;2693;2056;4489;3978;138;3596;5645;1802;2828;1021;3474;5653;4634;2974;1699;1062;1446;4904;2609;3889;5434;5948;829;3902;5446;1863;840;81;4947;5335;5208;346;5596;5597;97;5862;3688;5739;5102;4207;5103;2414;4084;374;3704;3322;5629;2814;2943,4994;2307;5255;2185;3210;4874;5517;274;4373;2070;3864;4888;3226;5913;1437;928;2465;2593;2726;1966;5423;307;1718;5942;953;577;4801;3267;4681;2764;4815;4177;210;2259;4179;725;2901;3158;5085;2526;3684;3815;3304;4327;1258;1643;1134;2163;3835;1790
0078,3842;2185;3210;3596;5625;1425;3474;4888;4634;3356;3490;1698;2340;549;1446;1191;1586;3635;307;4277;4921;1211;5948;3521;2244;710;839;5582;81;5329;1117;5469;4448;97;1378;1896;1258;5100;1134;5999;112;5749;3833,1026;6020;1926;5511;1802;2072;2841;27;5794;1699;5795;5413;1062;424;4136;1835;3885;5300;4021;3646;3394;195;3651;2373;4418;1224;4298;2251;2764;5069;5451;2002;3292;2526;1635;3045;2793;1643;2030;2293;504;2941;5759
0079,2145;3140;4904;4201;1746;567;858;764,2308;1221;4484;5000;4298;139;1132;2510
0080,4994;1670;2694;266;4236;2574;2831;4752;5007;1940;4888;3864;2082;420;4518;1702;4904;1959;5290;5165;1971;307;5427;3257;953;446;3902;5952;2117;2118;3790;5582;4817;91;5469;5343;2145;2401;3173;5862;233;2155;4595;2809;3835;1021,4737;645;5768;3466;3596;3853;3604;2201;3738;4634;3356;413;5275;2593;2849;2339;2852;2726;5542;682;5291;4273;1330;3251;184;4925;1343;5056;4801;451;2243;4811;2510;5072;1363;2003;4052;989;2914;101;231;3177;1131;4589;5375
0081,2689;1410;2694;7;5770;3468;3596;2828;3474;5499;2964;5141;2324;5907;4634;2970;412;3356;926;4895;3872;2593;5794;4131;1446;5545;1198;1586;5427;1591;5560;953;3002;3772;1343;1986;451;1349;5069;5582;4179;979;2648;4697;346;2139;4187;3835;3039;3296;4195;5221;5862;5736;4584;3306;5994;5484;2155;5102;5997;2922;5873;1005;4595;372;2293;2423;3704;2683;3688;1021;2943,257;3587;6020;5255;5768;649;2697;3210;3339;5003;5257;4623;6027;661;2583;1437;1949;288;928;1315;5157;1062;1830;2726;2983;682;2171;4135;4136;5671;307;1972;1718;2363;4027;5948;3902;1856;65;2240;2369;452;3522;3781;4801;5058;5446;4172;5454;4047;2384;5200;4050;5973;2137;3036;97;1378;231;1256;3560;1258;875;1131;1259;494;4080;3699;2420;2678;635;5372;4093
0082,4484;1670;5513;3596;4374;3864;3356;413;3872;2849;2339;4904;5545;1707;1071;5048;953;4925;3902;5952;5313;4801;451;2372;322;1863;4815;3832;4817;4697;2139;3036;4187;97;1378;5986;101;3560;1134;5103;4086;760;3706;3452;2942,3074;2691;3204;3845;5255;5768;3210;6032;3226;4634;1569;2593;1315;4772;809;5291;2477;5165;5679;1586;307;567;446;5451;5582;3025;210;2259;470;1881;3039;2145;3810;2535;1131;4588;494;372;2293;4084;4218;3835;764;1021;5630
0083,2694;5003;894;4885;2201;538;1949;1437;288;5025;1702;5670;4904;2983;3501;316;1856;4686;3534;4050;4179;5593;609;3809;101;5862;3815;105;5994;3820;4461;4337;3061;1278,3456;2691;3210;3864;4634;2974;5671;3497;2732;1071;567;1080;957;3902;4801;451;1349;3912;3920;5072;2903;215;863;97;3937;3688;2922;4589;5487;496;372;884;374;4982
0084,3718;5768;2185;3596;1170;3474;3864;3356;412;161;1315;549;5930;4780;2094;1586;953;5434;3390;1983;2764;5841;2901;97;1378;5103;1268;3704;5758,5769;543;928;2593;1186;1699;2340;1062;1191;4904;183;3769;5180;5948;4418;5058;4298;5582;5589;4694;3930;4708;5221;3688;1643;2547;4470;1021;4734
0085,3073;4374;536;1437;926;2468;5671;4904;5679;3889;2875;4668;4801;1349;5958;2510;3151;4944;4176;4050;4179;4686;346;5984;3937;101;4968;3688;2922;1771;2155;1518;5487;5104;121;3324,1410;2691;2694;3207;5003;661;790;4633;288;2337;4131;1702;5670;682;567;5560;953;2363;3902;1856;577;4674;5696;1481;5973;215;5593;5862;5736;1259;5873;4595;372;2420;3064
0086,5056;1345;5504;4518;583;5255;3560;233;1835;4206;2510;1746;4595;884;2968;3769;764;447,5600;4357;5000;4298;3979;1885;3853;4050;2259;1396;3095;1111;3032;953;4507;413;2750;5343
0087,4448;2593;4032;2756;1062;4904;3032;4634,5504;1285;5100;1134;3476;5142;1018;1021
0088,5184;161;1699;806;4457;2124;5938;3539;1746;5749;1274,1698;998;2507;3499;5300;1717;2293;408;5082;187;2781
0089,4801;2593;2340;46;3889;372;1528,1856;3559;4904;2155;1692;4093;3231
0090,3590;3592;3081;4107;3596;1551;2064;4118;1569;5156;4649;5679;1071;1586;3635;1595;2124;4686;81;594;1113;3684;3688;4204;3699;130;2691;5770;4748;661;3228;161;682;2731;5805;2733;2232;1724;1727;714;2766;2259;2781;5858;3306;4337;3834;1275;1790;4363;270;4898;3365;295;2859;300;307;829;3902;5446;3400;3403;3412;5489;2933;3452;4994;2957;3474;412;413;1949;928;5537;2468;1972;953;1983;5056;4032;4034;451;5064;5582;4050;1498;3044;5094;5100;5102;5103;4084;4094,2572;5645;17;2583;2593;4659;53;1591;4687;2656;1131;1134;4207;3697;3192;2683;2171;2176;2178;5255;2185;3226;669;5629;4772;5801;170;2738;5300;4801;4806;716;1746;5847;1753;3810;3813;2790;5862;3304;3819;4333;239;5363;1268;2293;3317;1802;4375;3864;1306;3356;3874;1315;4904;811;303;1842;5427;2866;4406;5948;1863;330;3916;346;4959;5484;1901;4470;6011;2942;4484;1926;2438;5000;5512;1940;1947;1437;419;3501;2483;437;957;979;3036;2526;5598;5097;5626;1021;5630
0091,5000;3592;3597;3858;3474;1306;2593;4645;4904;937;1835;307;4411;2750;1983;583;1481;4809;4298;2124;1494;5847;343;3032;346;989;5343;2148;4206;884;1530;379,5504;4484;5384;3979;4748;18;408;3864;4507;1697;1062;5033;2860;184;953;2631;5447;5704;5841;2003;3286;97;2145;3560;233;5483;1645;2157;4086;764;6013
0092,5504;2689;2944;2691;5255;3592;4107;4748;5396;3101;162;937;44;1586;4659;951;3769;953;1347;5701;583;840;4298;2124;5841;1241;346;5343;5090;3688;4206;4595;764,4484;3080;4363;3597;5008;3095;4507;1697;4518;4904;1834;1835;2091;3002;58;4411;3390;1224;5707;1746;2259;4050;5845;5847;3032;985;1885;2145;5483;1132;623;4086;3704
0093,5130;5132;5137;4634;2593;1569;4129;5671;4649;5165;1586;567;4154;5690;2113;66;3649;577;582;81;4177;4179;597;91;101;3686;3688;1131;4204;1649;626;3699;2163;4723;5753;2691;1670;5768;138;4755;1180;3744;5629;2726;3238;2729;3755;1718;186;1732;3781;4297;1746;2259;5343;4320;3809;3810;5862;2791;233;234;3305;3306;5363;1271;2297;257;5384;784;3344;3356;3872;288;4900;4405;3902;1856;1863;4424;1378;2922;875;3947;3437;5489;372;5499;1917;4994;3461;4495;5528;2970;5542;1446;2477;1972;953;447;452;4044;5591;4063;3558;5095;5609;4595;1018;5115;1021,1536;3073;3074;3596;2070;2080;1062;5166;1591;4667;3136;2118;1098;4172;594;4187;5212;4189;4701;3167;2657;3684;5735;1134;2159;5743;2171;5756;5757;3711;2689;5255;3210;661;3221;1692;1192;682;1217;4801;2243;4293;714;4815;5839;4817;3287;3296;4324;3813;2790;2287;2293;3322;3835;1275;764;768;2313;3852;2831;3858;2838;2852;3365;4904;5936;307;5427;1847;5945;4925;1349;3912;5962;4943;3930;1371;5484;3452;6013;2942;4484;3978;2957;1940;1437;1953;932;4518;1959;3502;946;437;2488;446;5056;2497;451;4039;5066;5579;5582;1488;3036;3560;4589;5102;2543;3059;4086
0094,3456;3073;130;3461;1157;5255;5003;2957;5645;6031;4495;661;4374;3864;538;1437;288;4772;5284;5670;1702;4904;2729;682;1198;1071;5936;690;5560;953;2363;4027;2875;5696;4545;4801;452;2505;4175;4050;2770;346;2401;5218;609;2788;101;5862;3688;1259;3820;3697;4337;4595;761;121,2689;389;2694;3207;2697;5499;1940;790;2201;4634;283;1949;5534;2849;2726;4143;307;1972;5427;567;568;4536;3902;3135;1856;451;1349;206;2510;81;4179;5460;5973;86;5593;3036;5984;2276;1765;3560;2922;1131;3306;4461;1518;5102;496;372;884;374;4982;3835;3452;1021;894
0095,4994;2693;2056;4489;1802;2185;2828;3596;3474;4634;1437;928;2465;5629;1446;2726;1966;1718;5942;5434;4801;577;3267;5446;1863;4681;2764;4177;210;4947;4179;5208;346;5596;5597;5862;4327;3688;3304;1258;2414;5103;4207;4084;3704;3322;3835;1021;1790;2943,2307;2691;5255;138;3210;3978;4874;5517;5645;274;4373;2070;5653;3864;4888;3226;5913;2974;2593;1699;1062;4904;5423;2609;3889;307;953;5948;829;3902;840;4815;81;2259;725;2901;3158;5335;5085;2526;97;3684;3815;1643;5739;1134;5102;2163;374;2814
0096,3842;6020;1926;5511;3210;1802;1425;2072;4888;3356;549;1446;1062;1835;1586;307;5300;4277;3635;4921;1211;3521;3394;710;4298;5451;5329;3292;5469;1117;4448;97;1378;3045;1896;1643;2030;1134;112;5999;2293;5749;5759,1026;2185;3596;5625;3474;2841;4634;27;1698;1699;2340;3490;5413;1191;424;4136;5794;5795;3885;4021;5948;3646;4418;195;2244;2373;3651;839;1224;2251;2764;5069;5582;81;2002;2526;1635;2793;1258;5100;504;3833;2941
0097,2308;3140;5000;4201;4904;139;2510;858,2145;4484;1221;4298;1132;1746;567;764
0098,4737;645;1670;266;3466;3596;3604;3864;2201;3738;4634;5275;413;3356;2849;2593;2339;1959;5290;5291;5165;1330;307;5427;184;953;3902;5952;5056;4801;2243;5582;2510;3790;4817;2003;4052;5343;2145;2914;3173;231;3177;2155;4589;2809,4994;2694;5768;4236;3853;2574;2831;4752;5007;1940;4888;2082;420;2852;1702;2726;4518;4904;682;5542;4273;1971;3251;3257;4925;446;1343;451;2117;2118;4811;5072;1363;91;989;5469;2401;101;5862;233;1131;4595;3835;1021;5375
0099,2689;3587;6020;2694;5768;2697;5770;5257;2828;3210;3474;5499;2964;2970;4634;3356;926;3872;2593;1315;4131;5157;1830;5671;1446;5545;4135;2726;1972;5560;4027;2363;5948;1343;1856;4801;2369;1986;452;1349;5446;2240;4047;5200;2384;4050;4179;2137;346;2139;3835;3039;97;1378;4195;1256;2922;1259;1131;1005;5994;494;4080;5873;5102;4595;372;3699;2423;3704;3306;2171;2943,257;1410;7;5255;649;3339;3468;3596;5003;4623;6027;5907;2324;661;5141;2583;412;1437;1949;4895;288;928;5794;1062;2983;4136;682;1198;1586;307;5427;1718;1591;953;3002;2683;3772;3902;65;3522;451;5058;3781;4172;5069;5454;5582;979;5973;2648;4697;4187;3036;3296;5221;5862;231;3560;3688;1258;875;2155;4584;5484;5736;5997;4093;2420;2293;2678;635;5372;1021
0100,3074;2691;3845;1670;5255;5768;3596;4374;1569;4772;4904;809;5545;5291;1707;307;953;4925;5313;322;451;2372;4801;5451;5582;4817;3025;470;4697;2139;4187;3036;3039;3810;5986;101;4588;1134;372;2293;4084;760;4218;3452;5630,3204;4484;5513;3210;6032;3864;3226;4634;3356;413;3872;2593;2849;1315;2339;2477;5165;1071;5679;1586;567;5048;446;3902;5952;1863;4815;210;2259;1881;97;1378;2145;2535;3560;1131;494;5103;4086;3832;3706;3835;764;1021;2942
0101,2691;2694;3210;4885;3864;538;1437;2974;1702;2983;4904;2732;1071;1856;4801;451;3912;4686;3534;4050;215;3809;2922;5994;3820;5487;496;4337;884;372;4982;3061;374;894,3456;5003;2201;4634;1949;288;5025;5670;5671;3497;3501;567;1080;316;957;3902;1349;3920;5072;4179;2903;5593;863;97;609;3937;101;5862;3815;3688;105;4461;4589;1278
0102,5768;5769;3596;3864;3356;412;161;549;1062;5930;4780;2094;3769;3390;1983;4418;2764;5841;5589;2901;3930;4708;5221;3688;1643;4470;3704;1021;5758,3718;2185;1170;3474;543;928;2593;1186;1315;1699;2340;1191;4904;1586;183;953;5434;5180;5948;5058;4298;5582;4694;97;1378;5103;2547;1268;4734
0103,1410;2691;2694;5003;661;288;4131;1702;2363;4668;3902;5696;4801;4674;1349;5958;1481;4686;4944;4050;4179;5973;215;5593;5984;3937;101;5862;2922;2155;5487;5104;372;2420;3064;121,3073;3207;790;4374;536;4633;1437;926;2337;2468;5670;5671;4904;682;5679;3889;567;5560;953;2875;1856;577;2510;3151;4176;346;3688;4968;5736;1259;1771;1518;5873;4595;3324
0104,5504;1345;5600;5255;3560;233;4298;3979;1835;3853;4206;447;2510;884;2968;3769;4507;5343,5056;4357;4518;583;5000;1885;1746;2259;1396;3095;4050;1111;3032;953;4595;764;413;2750
0105,5504;2593;4032;4448;4904;3476;4634;1021,2756;1285;1062;5100;1134;5142;3032;1018
0106,161;1698;4457;3499;2124;5938;3539;5749;408;1274;2781,5184;1699;806;998;2507;1746;5300;1717;2293;5082;187
0107,1856;4801;2593;2340;3559;4904;1528,2155;46;3889;372;1692;4093;3231
0108,3592;3081;1551;2064;2583;1569;2593;5679;1586;2124;4686;594;1113;2656;1131;4207;130;2691;5770;661;3228;682;2733;5805;2232;1724;4801;4806;714;2259;1753;2781;3813;2790;3304;3306;3819;4333;4337;5363;1268;2293;1275;1802;270;1306;4898;1315;295;4904;2859;811;2866;4406;5446;1863;3400;3916;3412;5484;4470;6011;3452;4484;5000;5512;3474;412;413;5537;419;2468;3501;2483;437;953;957;1983;5056;451;5064;5582;4050;3036;2526;5598;5097;5100;5102;5103;5626;5629;5630,3590;4107;2572;3596;5645;17;4118;5156;4649;1071;3635;4659;53;1591;1595;4687;81;3684;3688;4204;1134;3697;3699;3192;2683;2171;2176;2178;5255;2185;4748;3226;669;161;4772;5801;170;2731;2738;5300;1727;716;2766;1746;5847;3810;5858;5862;239;3317;3834;1790;4363;4375;3864;3356;3874;3365;300;303;1842;307;5427;5948;829;3902;330;3403;346;4959;1901;5489;2933;2942;4994;1926;2438;2957;1940;1947;1437;1949;928;1972;4032;4034;979;1498;3044;5094;4084;1021;4094
0109,5504;4484;3592;5000;4748;3597;3858;18;3474;408;1306;1697;4645;1062;5033;1835;2860;2750;1983;2124;5841;3286;343;1494;346;5343;2148;3560;5483;884;764;6013,5384;3979;3864;4507;2593;4904;937;307;184;953;4411;583;2631;1481;4298;4809;5447;5704;2003;5847;3032;989;97;2145;233;1645;2157;4206;4086;1530;379
0110,2691;3080;3592;4363;4107;5008;5396;3095;4507;3101;1697;162;2091;1586;4659;58;4411;1347;1224;4298;5707;4050;1746;5845;1241;346;985;5090;3688;1132;623;4086;764,2944;2689;5504;4484;5255;4748;3597;4518;4904;937;1834;1835;44;951;3769;953;3002;3390;5701;583;840;2124;5841;2259;5847;3032;1885;5343;2145;5483;4206;4595;3704
0111,3074;5130;5132;3596;5137;2070;4634;2593;4129;1569;5165;5166;1586;5690;4154;2113;66;81;4179;597;91;4701;4189;3686;1131;5743;2159;626;3699;2689;2691;1670;5255;3210;138;4755;1180;1692;5629;3238;2729;3755;1718;186;1217;1732;3781;714;4817;1746;5343;3296;3810;4324;2790;5862;233;3306;5363;1271;3322;1275;3835;768;257;5384;2838;2852;3365;5936;5427;1847;5945;3902;1856;1349;3912;5962;4943;2922;875;3947;3437;5489;2942;2957;2970;1437;1953;932;1446;2477;946;1972;437;2488;953;446;447;2497;451;5066;5579;4044;5582;3036;3558;4589;3059;5115;1021,1536;3073;2080;1062;5671;4649;567;1591;4667;3136;577;3649;582;2118;1098;4172;4177;594;4187;5212;3167;2657;3684;101;5735;3688;4204;1134;1649;2163;4723;5753;2171;5756;5757;3711;5768;661;3221;3744;2726;1192;682;4801;2243;4293;4297;4815;5839;2259;3287;4320;3809;3813;2791;3305;234;2287;2293;2297;764;2313;3852;2831;784;3344;3858;3356;288;3872;4900;4904;307;4405;4925;1863;4424;3930;1371;1378;5484;372;5499;3452;1917;6013;4994;4484;3461;3978;4495;1940;5528;4518;1959;5542;3502;5056;452;4039;1488;5591;4063;5095;3560;5609;5102;2543;4595;4086;1018
0112,3456;2689;130;1157;3461;2697;5003;5645;4495;1940;3864;283;1949;2849;5284;4772;2726;4904;2729;690;1972;567;568;5560;953;2875;2363;3902;3135;5696;4545;451;1349;2505;2510;206;2770;5973;86;3036;5984;1765;3560;3688;2922;3306;3820;4461;1518;1131;4337;4595;372;121;3452;1021,3073;389;2694;3207;5255;2957;6031;5499;661;790;4374;2201;538;4634;1437;5534;288;1702;5670;682;1198;1071;4143;5936;307;5427;4536;4027;1856;4801;452;4175;81;4050;4179;5460;5593;346;609;2401;5218;2276;101;2788;5862;1259;5102;496;3697;884;374;4982;761;3835;894
0113,4994;2691;2307;2185;138;3210;2828;5517;1802;4373;4888;5913;3226;2974;2465;2593;1446;4904;5423;3889;307;1718;953;5434;577;1863;840;4681;4177;3158;5335;5208;5596;5085;2526;5597;97;5862;4327;3688;3304;1258;5739;1643;5102;4207;2163;4084;3835;2814,2693;5255;2056;4489;3978;4874;3596;5645;274;3474;5653;2070;3864;4634;1437;928;5629;1699;1062;2726;1966;2609;5942;5948;829;3902;4801;3267;5446;2764;4815;81;210;2259;4179;725;2901;4947;346;3684;3815;1134;2414;5103;374;3704;3322;1021;1790;2943
