,boycott_uid_set,like_boycotters_uid_set
0057,3073;5130;3596;5137;4129;1569;1062;5165;5166;1586;567;1591;5690;4667;3649;1098;4172;4177;4187;91;5212;4189;3167;2657;3688;1131;5743;1649;626;3699;5753;2171;5756;3711;2689;2691;5255;3210;3221;1692;1180;1192;682;186;1217;1732;3781;4293;4297;714;4815;5839;4817;3287;5343;4320;3296;3810;5862;233;234;3305;2287;5363;2293;3322;5384;2313;3852;2831;3344;3858;2838;3356;3872;2852;4900;5427;5945;4925;3902;1856;1349;4424;3912;4943;1378;875;5499;1917;2957;4495;5528;1437;5542;1959;4518;2477;3502;1972;447;5056;4039;1488;5095;3560;4589;3059;4086;1018;1021,1536;3074;5132;2070;4634;2080;2593;5671;4649;4154;3136;577;66;2113;582;2118;81;594;4179;597;4701;3684;101;3686;5735;4204;1134;2159;2163;4723;5757;1670;5768;138;4755;661;3744;2726;3238;2729;3755;1718;4801;2243;1746;2259;3809;4324;3813;2790;2791;3306;1271;2297;3835;1275;764;768;257;784;288;3365;4904;5936;307;4405;1847;1863;5962;3930;1371;2922;3947;5484;3437;5489;372;3452;6013;2942;4994;4484;3461;3978;1940;2970;1953;932;1446;946;437;2488;953;446;2497;451;452;5066;5579;4044;5582;5591;3036;4063;3558;5609;5102;2543;4595;5115;5629
0058,3456;3073;2689;2694;3207;5003;2957;3864;538;283;288;2849;1702;5670;4904;2729;5936;690;307;1972;567;568;5560;953;4027;3902;3135;5696;4545;4801;452;1349;2505;4179;5460;5973;86;3036;5984;2401;5218;1765;101;3560;2922;4461;1518;5102;4337;3697;4595;884;761;374;121;894,130;389;1157;3461;5255;2697;5645;4495;6031;5499;1940;661;790;4374;2201;4634;1437;1949;5534;4772;5284;2726;682;1198;1071;4143;5427;4536;2363;2875;1856;451;206;2510;4175;81;2770;4050;5593;346;609;2276;2788;5862;3688;3306;1131;1259;3820;496;372;4982;3835;3452;1021
0059,4994;5255;4874;1802;2828;5645;5517;138;3210;274;2070;4888;3864;5913;3226;2974;928;2593;2465;1699;1062;4904;1718;5942;829;3902;577;4801;1863;2814;4815;4179;2901;3158;5085;2526;97;3684;3304;3688;1258;5739;1643;1134;4207;4084;3704;5629;1790;2943,2307;2691;2693;2056;2185;3978;4489;3596;3474;4373;5653;4634;1437;1446;2726;1966;5423;2609;3889;307;953;5434;5948;3267;5446;840;4681;2764;81;210;2259;4177;725;4947;5335;5208;346;5596;5597;5862;3815;4327;2414;5102;5103;2163;374;3322;3835;1021
0060,1026;1926;5511;3210;1802;3474;4888;2841;4634;27;2072;1698;1446;424;1835;3885;4277;4921;3521;3394;3651;2244;710;1224;4298;2251;5329;81;3292;2526;4448;97;1635;2793;1258;1643;5100;1134;5999;112;504;5625;5759,3842;6020;2185;3596;1425;3356;3490;1699;2340;549;1062;1191;4136;5413;5794;5795;1586;307;3635;4021;5300;1211;5948;3646;4418;195;2373;839;5451;2764;5069;5582;2002;1117;5469;1378;3045;1896;2030;2293;5749;3833;2941
0061,4484;4904;4201;4298;1132;2510;1746;764,2145;2308;1221;3140;5000;139;567;858
0062,4737;4994;2694;1670;3596;3853;1940;2201;3738;3356;413;2593;2082;2339;420;1702;5542;2726;682;5290;5165;1971;307;184;953;446;3902;5952;5056;4801;2243;3790;4817;5469;5343;2914;231;233;3177;1131;2155;4589;4595;2809;3835;5375,645;5768;266;3466;4236;2574;2831;4752;5007;3604;3864;4888;4634;5275;2849;2852;4518;1959;4904;5291;4273;1330;3251;5427;3257;4925;1343;451;2117;2118;4811;2510;5582;5072;1363;2003;4052;91;989;2145;2401;101;3173;5862;1021
0063,2689;257;1410;2694;7;5257;3339;3596;3468;2828;6027;5003;4623;1021;2964;5141;2583;4634;3356;1949;926;4895;288;3872;928;1315;1437;1830;2983;1198;1586;307;1972;1718;5560;953;3002;5948;3902;1343;4801;65;3522;2369;3781;452;451;4172;4047;2384;5973;2648;2139;3036;3039;1378;5221;5862;231;3688;4584;3306;1131;5484;5997;1005;4595;2420;372;2678;3704;5372;4093,3587;6020;5255;5768;649;2697;3210;5770;3474;5499;2324;661;5907;2970;412;2593;5794;4131;5157;1062;1446;2726;4135;682;2171;4136;5545;5671;5427;1591;2363;2683;3772;4027;5736;1856;2240;1986;5058;1349;5446;5069;5454;5582;5200;5994;4050;979;4179;2137;346;4187;4697;3835;3296;97;4195;1256;3560;1258;875;1259;2155;494;2922;4080;5102;5873;3699;2293;2423;635;2943
0064,2691;3204;3845;5255;3596;4374;3864;3226;4634;3356;413;2849;2593;1315;2339;4904;809;5545;1707;5291;5679;1071;1586;567;4925;446;5313;5451;4815;2942;210;4187;3036;2139;1378;5986;3810;3560;5103;4084;760;4218;764;1021;5630,3074;4484;1670;5768;5513;3210;6032;3872;1569;4772;2477;5165;307;5048;953;3902;5952;4801;322;451;2372;1863;5582;3025;4817;2259;470;1881;4697;3039;97;2145;101;2535;1131;4588;494;1134;372;2293;4086;3832;3706;3835;3452
0065,3456;3210;4885;3864;1949;1437;5025;5670;2983;4904;2732;567;1080;316;957;4801;451;3912;3534;4686;3920;5072;4050;2903;215;5593;863;101;3815;3688;5487;4337;374;894,2691;2694;5003;2201;538;4634;2974;288;1702;5671;3497;3501;1071;3902;1856;1349;4179;97;609;3809;3937;5862;105;2922;5994;3820;4461;4589;496;372;884;3061;4982;1278
0066,5768;3596;1170;412;3356;543;928;2593;1186;2340;549;1191;5930;4780;183;953;5434;5180;3390;1983;2764;4694;3930;97;1378;4708;1643;2547;1268,3718;2185;5769;3474;3864;161;1315;1699;1062;4904;5758;2094;1586;3769;5948;4418;5058;4298;5582;5841;2901;5589;5221;3688;5103;4470;3704;1021;4734
0067,3073;1410;2691;2694;3207;5003;661;4374;536;4633;926;2337;3889;567;5560;2875;5696;1856;1349;2510;3151;4176;4050;5984;3937;5862;4968;5736;2155;1259;1518;5487;2420;3064;121;3324,790;1437;288;4131;2468;1702;5670;4904;5671;682;5679;953;2363;4668;3902;577;4674;4801;5958;1481;4686;4944;4179;5973;215;5593;346;101;3688;2922;1771;5104;5873;4595;372
0068,5504;4518;5255;583;953;233;1835;3979;3560;2510;4050;884;1111;3769;4507;764;1885;2750,5056;1345;5343;5600;4357;5000;4298;3853;4206;1746;2259;1396;3095;4595;3032;2968;413;447
0069,5504;2593;4448;2756;1062;3476;1018;1021,4032;1285;4904;5100;1134;5142;3032;4634
0070,1699;998;4457;2507;3499;3539;1717;5749;408;5082;187,5184;161;1698;806;2124;1746;5938;5300;2293;1274;2781
0071,1856;2593;2340;3559;4904;2155;372,4801;46;3889;1528;1692;4093;3231
0072,3590;3081;5645;1551;2064;17;4118;2583;5156;4649;5679;3635;1591;1595;4686;4687;81;594;2656;3684;3688;4204;2171;2178;2691;5255;2185;4748;161;5629;4772;5801;5300;2232;1724;1727;4806;714;716;5847;3810;5862;3304;3306;5363;1268;3317;3834;1275;1802;4363;4375;3864;3356;3874;1315;3365;295;300;5948;829;5446;3400;3403;5484;1901;5489;2933;4470;6011;3452;4994;2438;1926;1940;412;1437;413;5537;419;3501;437;957;4032;4034;5064;4050;3036;5598;5097;4084;1021;4094,3592;4107;2572;3596;1569;2593;1071;1586;4659;53;2124;1113;1131;1134;4207;3697;3699;3192;2683;2176;130;5770;661;3226;3228;669;170;682;2731;2733;5805;2738;4801;2766;1746;2259;1753;2781;5858;3813;2790;3819;4333;239;4337;2293;1790;270;1306;4898;4904;811;2859;303;1842;307;2866;5427;4406;3902;1863;330;3916;3412;346;4959;2942;4484;5000;5512;2957;3474;1947;1949;928;2468;2483;1972;953;1983;5056;451;5582;979;1498;2526;3044;5094;5100;5102;5103;5626;5630
0073,5504;4484;5000;3597;18;3864;408;1306;1697;2593;1062;5033;1835;184;953;2750;1983;5447;1481;5841;2003;343;346;5343;2148;233;2157;1645;884;1530;379;6013,3592;5384;3979;4748;3474;3858;4507;4645;4904;937;2860;307;4411;583;2631;4809;4298;5704;2124;1494;3286;3032;5847;989;97;2145;3560;5483;4206;4086;764
0074,2944;5504;2691;4484;3080;4363;4748;5008;3095;4507;3101;4518;937;1834;1835;2091;44;3769;58;3390;1347;5701;1224;4298;5841;4050;5847;1241;346;5343;4206;4595;3704,2689;5255;3592;4107;3597;5396;1697;162;4904;1586;4659;951;953;3002;4411;583;840;5707;2124;1746;2259;5845;3032;985;1885;2145;5090;3688;5483;1132;623;4086;764
0075,1536;3073;3074;5130;1021;2080;4129;5166;1586;567;3136;3649;2118;1098;4177;594;81;597;4187;91;5212;3167;2657;101;5735;3688;1134;2159;5743;3699;2163;4723;5756;5757;3711;1670;4755;1180;1692;2726;1192;682;1217;4801;1732;4293;3781;5839;4817;2259;3809;3810;5862;3305;234;233;5363;2293;1271;3322;3835;768;257;5384;2313;2838;288;3872;4900;5936;4405;5945;1856;1863;4943;1371;875;5484;3437;5489;5499;3452;6013;2942;1917;2957;1940;1437;5542;1446;2477;3502;946;1972;437;2488;446;447;2497;451;452;4039;5066;4044;3036;3560;4589;4595;3059;4086;5629,3596;5132;5137;2070;4634;1569;2593;1062;5671;4649;5165;1591;4154;4667;5690;577;66;2113;582;4172;4179;4189;4701;3684;3686;1131;4204;1649;626;5753;2171;2689;2691;5255;5768;138;3210;661;3221;3744;3238;2729;3755;1718;186;2243;4297;714;4815;1746;3287;5343;3296;4320;4324;3813;2790;2791;3306;2287;2297;1275;764;3852;2831;784;3344;3858;3356;2852;3365;4904;307;5427;1847;4925;3902;1349;3912;4424;5962;3930;1378;2922;3947;372;4994;4484;3461;3978;4495;5528;2970;1953;932;4518;1959;953;5056;5579;5582;1488;5591;4063;3558;5095;5609;5102;2543;1018;5115
0076,130;389;5255;2697;5003;2957;4495;6031;661;3864;2201;4634;283;538;1949;2849;5284;1702;2726;2729;307;1972;568;2363;3135;1856;4545;4801;5696;452;1349;451;2505;206;4175;4179;5973;5984;2401;5218;2276;101;3688;2922;1131;1259;5102;496;4337;4595;372;374;121;3835;3452;894,3456;2689;3073;1157;2694;3207;3461;5645;1940;790;4374;1437;5534;288;4772;5670;4904;682;1198;1071;4143;5936;690;5427;567;4536;953;5560;2875;4027;3902;2510;81;2770;4050;5460;86;5593;346;3036;609;2788;1765;5862;3560;3306;3820;4461;1518;3697;884;4982;761;5499;1021
0077,4994;2307;2691;3210;2828;3596;3474;5653;2070;4634;2974;2593;2465;1699;1966;3889;2609;5942;953;5434;3902;577;4801;3267;5446;4681;2764;4177;210;4179;2259;81;5208;346;5596;5085;97;5862;3815;4327;3304;5739;1643;1134;4207;2414;5103;3835;5629;2943,2693;5255;2056;2185;138;1802;3978;4489;4874;5517;5645;274;4373;3864;4888;3226;5913;1437;928;1062;1446;2726;4904;5423;307;1718;5948;829;1863;840;2814;4815;4947;725;2901;3158;5335;5597;2526;3684;3688;1258;5102;2163;4084;374;3704;3322;1021;1790
0078,3842;1026;6020;5511;2185;1802;2072;27;3356;5794;5413;1446;549;3885;5300;4921;1211;3646;3394;195;2244;2373;5451;2764;2251;5582;81;5329;1117;2526;97;1378;3045;1896;2793;1643;2030;5999;112;2293;5749;5625;5759,1926;3210;3596;1425;3474;4888;2841;4634;1698;1699;2340;3490;1062;1191;424;4136;5795;1835;1586;307;3635;4021;4277;5948;3521;4418;3651;710;839;1224;4298;5069;2002;3292;5469;4448;1635;1258;5100;1134;504;3833;2941
0079,2145;4484;1221;139;2510;1746;858;764,3140;2308;4904;4201;4298;5000;1132;567
0080,645;2694;3466;3596;4236;3853;5007;4752;3604;4634;5275;2593;2082;2339;2852;2726;4518;1959;4904;5290;5291;4273;1330;3251;3257;953;3902;446;1343;5952;3790;5072;2003;1363;91;5343;2401;2914;101;5862;231;3177;233;1131;4595;5375,4737;4994;1670;5768;266;2574;2831;1940;3864;2201;3738;4888;3356;413;2849;420;1702;5542;682;5165;307;1971;5427;184;4925;5056;4801;451;2243;2117;2118;4811;2510;5582;4817;4052;989;5469;2145;3173;2155;4589;2809;3835;1021
0081,5255;5768;649;5770;3339;3596;6027;3468;5257;3210;2324;661;2583;4584;2970;412;3356;1949;928;2593;4131;1446;1062;5545;682;2171;1198;1586;1972;1718;1591;5560;953;3002;3772;3902;1856;4801;1986;451;452;1349;5446;5069;4047;4179;2648;4697;2139;3835;3296;4195;5221;5862;1256;635;3306;2155;5484;875;1131;5102;4080;5873;494;3699;2922;2293;2678;2423;3704;2683;2943,257;1410;2689;3587;6020;2694;7;2697;5003;2828;4623;3474;5907;2964;5141;4634;1437;926;4895;288;3872;5794;1315;5157;1830;2726;2983;4135;4136;5671;307;5427;2363;4027;5948;1343;2240;65;2369;3522;5058;3781;4172;5454;5582;2384;5200;4050;979;5973;2137;346;4187;3036;3039;97;1378;231;3560;3688;1258;1259;5736;1005;5994;5997;4093;4595;372;2420;5499;5372;1021
0082,3074;2691;4484;3845;5255;5768;5513;3596;3864;4634;3356;3872;2593;1569;1315;4772;2849;4904;809;2477;1071;5679;307;953;4925;446;2372;1863;5582;2942;470;4697;3036;3039;5986;3810;101;1134;5103;372;2293;4086;760;3706;5630,3204;1670;3210;6032;4374;3226;413;2339;5545;1707;5291;5165;1586;567;5048;3902;5952;4801;322;451;5313;5451;4815;3025;210;2259;4817;3452;1881;2139;4187;97;1378;2145;2535;3560;1131;4588;494;4084;3832;4218;3835;764;1021
0083,5003;3864;2201;4634;538;1949;2974;1437;288;1278;1702;2983;5671;2732;1071;3902;1856;1349;3534;4686;3920;4050;2903;863;3809;5862;3815;3688;105;3820;5487;496;3061;894,3456;2691;2694;3210;4885;5025;5670;4904;3497;3501;567;1080;316;957;4801;451;3912;5072;4179;215;5593;97;609;3937;101;2922;5994;4461;4589;4337;372;884;374;4982
0084,5769;2185;3474;3864;412;161;1186;1315;2340;1062;4780;2094;1586;3769;5948;5180;3390;1983;4418;4298;4694;3930;1378;5221;3688;2547;1268;4470;5758,3718;5768;3596;1170;3356;543;928;2593;1699;549;1191;4904;5930;183;953;5434;5058;2764;5582;5841;2901;5589;97;4708;1643;5103;3704;1021;4734
0085,3073;1410;2691;3207;790;4374;1437;926;288;2337;2468;1702;5671;5679;3889;953;2363;2875;577;4674;1481;2510;3151;4179;215;5593;346;5984;3937;101;5862;2922;1518;5487;5873;2420,2694;5003;661;536;4633;4131;5670;4904;682;567;5560;4668;3902;1856;4801;5696;1349;5958;4686;4176;4944;4050;5973;3688;4968;5736;1259;1771;2155;5104;4595;372;3064;121;3324
0086,5600;5056;1345;4518;4298;3979;3853;2510;4206;1746;884;1111;3032;3769;953;764;1885;5343,5504;4357;583;3560;233;5000;1835;5255;4050;2259;1396;4595;3095;2968;4507;413;2750;447
0087,4448;5504;2593;2756;3476;5142;3032;1018,4032;1285;1062;4904;5100;1134;4634;1021
0088,5184;161;1699;806;4457;2124;5938;2293;5082;187;2781,1698;998;2507;3499;1746;3539;5300;1717;5749;408;1274
0089,1856;2593;2155;46;1528;4093;3231,4801;2340;3559;4904;3889;372;1692
0090,3590;3596;5645;1551;4118;1569;5156;4649;1586;53;1595;2124;4687;81;2656;3684;3688;4207;3697;4094;3192;2683;2171;2178;130;5255;661;669;161;4772;170;682;2738;5300;2232;1724;4801;714;2766;2259;5847;1753;3810;5858;5862;3304;4333;239;3317;3834;1802;270;4375;1306;4898;1315;3365;295;2859;303;2866;5427;829;1863;3400;330;346;4959;5484;5489;6011;4994;4484;1926;5512;5000;2957;1437;413;5537;419;2468;3501;957;1983;451;5582;979;2526;3044;5094;4084;5630,3592;3081;4107;2572;2064;17;2583;2593;1071;5679;3635;4659;1591;4686;594;1113;1131;4204;1134;3699;2176;2691;2185;5770;4748;3226;3228;5629;5801;2731;2733;5805;1727;4806;716;1746;2781;3813;2790;3306;3819;4337;5363;1268;2293;1275;1790;4363;3864;3356;3874;4904;811;300;1842;307;4406;5948;3902;5446;3403;3916;3412;1901;2933;4470;3452;2942;2438;3474;1940;1947;412;1949;928;2483;1972;437;953;4032;5056;4034;5064;4050;1498;3036;5598;5097;5100;5102;5103;5626;1021
0091,5384;3592;3979;4748;3474;3864;1306;2593;1697;1062;4904;5033;937;1835;307;4411;1983;5447;2631;1481;4298;2124;2003;3286;5847;3032;989;2145;2148;4206;1530;6013,5504;4484;5000;3597;18;3858;408;4507;4645;2860;184;953;2750;583;5704;4809;5841;1494;343;346;5343;97;3560;233;5483;1645;2157;884;4086;379;764
0092,2944;2689;4484;5255;4363;4748;3597;3095;4518;937;1835;4659;3769;3002;4411;1347;583;5707;2124;5841;4050;5845;5847;3032;1241;5343;5090;3688;5483;4206;623;4595;4086,5504;2691;3080;3592;4107;5008;5396;4507;3101;1697;162;4904;1834;2091;44;1586;951;953;58;3390;5701;840;1224;4298;1746;2259;985;346;1885;2145;1132;3704;764
0093,3073;3074;5132;3596;2070;4634;2593;1569;5166;1586;1591;4667;2113;66;582;2118;4177;594;597;4187;5212;4701;4189;2657;3686;1131;4204;1134;5743;3699;4723;2163;2171;5756;2691;5255;138;4755;3221;1692;3744;5629;3238;2726;186;4801;1217;4297;5839;4817;1746;2259;5343;4320;3813;2791;233;234;2287;5363;2293;1271;3322;764;257;5384;2831;3344;2838;3365;5936;5427;1349;1863;4424;3912;4943;1378;2922;5484;5489;5499;3452;1917;6013;4484;3461;1940;5528;2970;1953;932;1959;946;953;446;447;5056;451;452;4039;5066;4044;1488;5591;4063;5095;3560;4589;1018;1021,1536;5130;5137;2080;4129;1062;5671;4649;5165;567;4154;5690;3136;577;3649;1098;4172;81;4179;91;3167;3684;101;5735;3688;2159;1649;626;5753;5757;3711;2689;1670;5768;3210;661;1180;1192;2729;682;3755;1718;2243;1732;3781;4293;714;4815;3287;3296;3809;3810;4324;2790;5862;3305;3306;2297;3835;1275;768;2313;3852;784;3858;3356;288;3872;2852;4900;4904;307;4405;1847;5945;4925;3902;1856;5962;3930;1371;875;3947;3437;372;2942;4994;3978;2957;4495;1437;1446;4518;5542;2477;3502;1972;437;2488;2497;5579;5582;3036;3558;5609;5102;2543;3059;4595;4086;5115
0094,2689;3073;1157;5255;3207;2697;5645;6031;1940;790;3864;2201;538;1702;2726;2729;682;4143;307;567;5560;568;953;2363;4027;3902;452;1349;2505;206;4175;2510;81;2770;5460;5973;86;5593;3835;2401;609;5218;2276;5862;2922;1131;3820;1518;5102;496;4337;4595;884;5499;3452;894,3456;130;389;2694;3461;5003;2957;4495;661;4374;4634;283;1949;1437;5534;288;2849;4772;5284;5670;4904;1198;1071;5936;690;5427;1972;4536;2875;3135;1856;4545;4801;451;5696;4050;4179;346;3036;5984;121;2788;101;1765;3560;3688;3306;1259;4461;3697;372;374;4982;761;1021
0095,4994;2691;2693;2056;2185;3210;2828;5517;3596;274;4373;5653;4888;5913;3226;1437;2974;5629;1699;1062;2726;3889;307;953;5434;3902;4801;3267;1863;840;2764;4815;4177;2259;4179;2901;3158;5208;346;5597;3684;5862;4327;1643;5739;5102;5103;3704;1021;2814,2307;5255;4489;138;1802;3978;4874;5645;3474;2070;3864;4634;928;2465;2593;1446;4904;1966;5423;2609;1718;5942;5948;829;577;5446;4681;81;210;4947;725;5335;5596;5085;2526;97;3815;3304;3688;1258;1134;2414;4207;2163;4084;374;3322;3835;1790;2943
0096,1026;5511;2185;1802;3210;3596;2841;3356;1698;1699;2340;1446;1191;424;4136;1062;3885;4277;1211;3521;3394;3651;2244;4418;710;839;5451;2251;81;2002;5329;1117;4448;97;1378;1635;3045;1643;1134;2030;2293;5749;5759,3842;6020;1926;5625;1425;3474;2072;4888;4634;27;3490;5794;5795;549;5413;1835;1586;307;3635;4021;5300;4921;5948;3646;195;2373;1224;4298;2764;5069;5582;3292;5469;2526;1896;2793;1258;5100;5999;112;504;3833;2941
0097,4484;3140;5000;4904;139;1746;567;858,2145;2308;1221;4201;4298;1132;2510;764
0098,4737;4994;2694;5768;266;4236;3853;5007;4752;3604;3864;3738;5275;4634;2849;2082;2593;5542;4518;4904;682;5291;1330;307;1971;446;3902;5952;4801;2117;2118;4811;4817;1363;2003;91;5343;2401;2145;3173;101;2155;1131;4589;3835;1021,645;1670;3466;3596;2574;2831;1940;4888;2201;3356;413;2339;420;2852;1702;1959;2726;5290;5165;4273;3251;5427;184;953;3257;4925;1343;5056;451;2243;2510;3790;5072;5582;4052;989;5469;2914;5862;231;233;3177;4595;2809;5375
0099,257;3587;6020;2694;7;5768;5257;5770;3339;3596;5003;6027;1021;3474;5499;2964;5141;2583;2970;4634;1949;926;2593;5794;4131;5157;1830;5671;1586;5427;1972;1718;5560;3002;2683;3772;1856;4801;65;451;452;1349;5446;2240;5582;2384;4050;4179;979;2648;2137;2139;3296;5862;3688;4584;3560;2155;635;2922;494;5997;5102;5873;3699;372;2293;2678;2423;2420;3835;5372;4093,2689;1410;5255;649;2697;3210;2828;3468;4623;5907;2324;661;412;1437;3356;4895;288;928;3872;1315;1062;1446;2726;2983;682;4135;4136;5545;1198;307;1591;953;2363;4027;5948;3902;1343;2369;1986;3522;5058;3781;4172;5069;5454;4047;5200;5973;4697;346;4187;3036;3039;97;1378;4195;5221;231;1256;5736;1258;875;1131;1005;1259;3306;4080;5484;5994;4595;3704;2171;2943
0100,3204;3845;3210;3864;3226;413;3872;2339;1315;4772;4904;5545;5679;1586;567;5048;953;446;3902;322;451;1863;5451;4815;3832;3025;4817;2259;3452;4697;3036;2145;5986;3810;101;4218;4588;1134;5103;494;372;760;3706;764;5630,3074;2691;4484;1670;5255;5768;5513;3596;6032;4374;4634;3356;1569;2593;2849;809;1707;5291;2477;5165;1071;307;4925;5952;4801;5313;2372;5582;210;470;1881;2139;4187;3039;97;1378;2535;3560;1131;4084;2293;4086;3835;1021;2942
0101,2691;3210;5003;4634;1949;5025;5671;2983;3497;2732;3501;1071;567;316;957;3902;3912;4686;4050;4179;2903;5593;97;3809;101;3688;5994;3820;4589;4337;372;3061;374;1278,3456;2694;4885;3864;2201;538;1437;2974;288;1702;5670;4904;1080;1856;4801;451;1349;3534;3920;5072;215;863;609;3937;5862;3815;105;2922;4461;5487;496;884;4982;894
0102,3718;5768;5769;4734;3596;1170;3864;412;3356;161;1186;2593;5930;2094;183;953;3769;5948;2764;5841;3930;97;4708;5103;1268;4470;3704;1021;5758,2185;3474;543;928;1315;1699;549;1062;1191;2340;4904;4780;1586;5434;5180;3390;1983;4418;5058;4298;5582;2901;4694;5589;1378;5221;3688;1643;2547
0103,2691;3207;5003;1437;926;2337;1702;4904;682;5679;3889;5560;953;2875;2363;3902;1856;577;5958;1481;2510;3151;4176;4686;4179;5973;5984;101;5862;4968;1259;2155;1771;3064;121;3324,3073;1410;2694;661;790;4374;536;4633;288;4131;2468;5670;5671;567;4668;5696;4801;4674;1349;4944;4050;215;5593;346;3937;3688;5736;2922;1518;5487;5104;5873;4595;372;2420
0104,1345;4518;5255;5000;233;3560;1835;3979;3853;2510;1746;4595;4050;1111;3032;4507;413;2750,5056;5504;5343;5600;4357;583;4298;4206;2259;884;1396;3769;3095;2968;953;764;1885;447
0105,4448;4032;1062;4904;4634;3476;3032;1018,5504;2593;2756;1285;5100;1134;5142;1021
0106,998;2124;5938;1746;5300;5749;2293;1717;408;3539;1274,5184;161;1698;1699;806;4457;2507;3499;5082;187;2781
0107,2593;4801;2340;3559;46;3889;4093,1856;4904;2155;372;1528;1692;3231
0108,3590;3592;3081;1551;17;4118;1569;2593;4649;1586;3635;4659;53;1591;1595;2124;4686;4687;594;3688;1134;3192;2683;2176;130;2691;2185;4748;661;3226;3228;2731;2733;2738;5300;2232;1724;1727;4801;5847;1753;5858;3813;3304;3819;1268;3317;2293;1802;4363;4375;3874;4898;295;4904;303;2866;307;4406;5948;1863;3400;3412;4959;1901;5489;4470;2942;4484;5512;2957;3474;1940;412;1437;1949;413;928;5537;2468;3501;437;953;1983;4032;5064;979;5094;5097;5103;5626;1021;5630,4107;2572;3596;5645;2064;2583;5156;1071;5679;81;1113;2656;3684;1131;4204;4207;3697;3699;2171;2178;5255;5770;669;161;4772;5801;170;682;5805;4806;714;716;2766;1746;2259;2781;3810;2790;5862;3306;4333;239;4337;5363;3834;1275;1790;270;3864;1306;3356;1315;3365;811;300;2859;1842;5427;829;3902;5446;330;3403;3916;346;5484;2933;6011;3452;4994;1926;2438;5000;1947;419;2483;1972;957;5056;4034;451;5582;4050;1498;3036;2526;5598;3044;5100;5102;4084;5629;4094
0109,5504;5384;3979;4748;3597;3858;3474;3864;2593;1697;4904;937;4411;2750;5447;1481;4809;4298;2124;2003;343;3032;346;989;5343;233;5483;1645;4206;884;379;764,4484;3592;5000;18;408;1306;4507;4645;1062;5033;1835;2860;307;184;953;1983;583;2631;5704;5841;1494;3286;5847;97;2145;2148;3560;2157;4086;1530;6013
0110,2944;2689;4484;3597;5396;4507;3101;1697;4904;937;2091;44;951;4411;583;840;4298;5707;2124;5841;1746;4050;5845;5847;985;346;5343;5090;1132;623;4086;3704;764,5504;2691;5255;3080;3592;4107;4363;4748;5008;3095;162;4518;1834;1835;1586;4659;3769;3002;953;58;3390;1347;5701;1224;2259;3032;1241;1885;2145;3688;5483;4206;4595
0111,1536;1021;2070;4634;2080;2593;1062;5671;4649;5165;5166;1586;567;4154;4667;2113;582;1098;4172;597;4187;91;4701;3684;101;4204;2159;626;2163;5753;2171;3711;1670;5255;5768;138;661;1692;1180;2729;2243;4297;4815;4817;1746;3287;5343;4320;3810;3813;2790;3305;233;2287;2293;1271;2297;3322;1275;3835;768;3852;2831;2838;288;2852;3365;4900;5936;5427;4405;1856;1349;1863;3912;5962;4943;3930;1371;2922;875;3947;372;3452;6013;2942;1917;3978;4495;1940;2970;932;1959;2477;946;437;447;5056;2497;451;5582;1488;3036;5095;3560;4589;5102;3059;4086;1018;5629,3073;3074;5130;3596;5132;5137;1569;4129;1591;5690;3136;577;66;3649;2118;81;594;4177;4179;5212;4189;3167;2657;3686;5735;3688;1131;1134;5743;1649;3699;4723;5756;5757;2689;2691;3210;4755;3221;3744;2726;3238;1192;682;3755;1718;186;1217;4801;1732;3781;4293;714;5839;2259;3296;3809;4324;5862;2791;234;3306;5363;764;257;5384;2313;784;3344;3858;3356;3872;4904;307;1847;5945;4925;3902;4424;1378;5484;3437;5489;5499;4994;4484;3461;2957;5528;1437;1953;1446;4518;5542;3502;1972;2488;953;446;452;4039;5066;5579;4044;5591;4063;3558;5609;2543;4595;5115
0112,3456;2689;3073;2694;5255;1940;661;4374;3864;2201;283;1949;1437;2849;5284;4772;5670;4143;5936;690;5427;1972;568;5560;953;4536;2363;1856;4801;4545;451;452;1349;5696;2510;4175;206;4050;5973;5593;2401;2276;1765;5862;3560;1131;4461;5102;496;3697;4337;4595;884;121;1021;894,130;389;1157;3207;3461;2697;5003;2957;5645;4495;6031;5499;790;538;4634;5534;288;1702;2726;4904;2729;682;1198;1071;307;567;2875;4027;3902;3135;2505;81;2770;4179;5460;86;346;3036;5984;609;5218;2788;101;3688;2922;1259;3306;3820;1518;372;374;4982;761;3835;3452
0113,4994;2307;2691;2185;138;4874;3210;3474;274;4888;2465;1699;2726;1446;4904;1966;5423;2609;1718;5942;953;5434;5948;829;3902;4801;840;4681;2764;81;4947;2259;2901;5208;346;5596;5597;5085;97;5862;1258;5739;2414;5103;374;3704;3835;1021;2814;2943,2693;5255;2056;4489;1802;3978;2828;3596;5517;5645;4373;2070;5653;3864;5913;3226;4634;1437;2974;928;2593;1062;3889;307;577;3267;5446;1863;4815;4177;210;4179;725;3158;5335;2526;3684;3815;3304;3688;4327;1643;1134;4207;5102;2163;4084;3322;5629;1790
